support,itemsets
0.0858273421389957,"any_harmful=0, period=post_election, sensitive=0, sentiment=neutral"
0.0822047595162459,"any_harmful=0, period=post_election, sentiment=neutral, verified=0"
0.08142451095134592,"any_harmful=0, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.050061305244385,"sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.04947611882071003,"sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.032700774675360866,"engagement=low, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.02637518809563618,"any_harmful=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.02417377250181129,"any_harmful=1, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.02016106559661149,"label=Sensationalism, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015242713035724238,"label=Speculation, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.040893384606810454,"period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.04898846346764755,"sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.032366382433260885,"engagement=low, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.03229671738282339,"engagement=low, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.025330212339073732,"engagement=low, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.031962325140723405,"engagement=low, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.02516301621802374,"engagement=low, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.025149083207936244,"engagement=low, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.02498188708688625,"engagement=low, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.026110460903973693,"any_harmful=0, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.02556707351056122,"any_harmful=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.01717940143788664,"any_harmful=0, engagement=low, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.020077467536086496,"any_harmful=0, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.025302346318898734,"any_harmful=0, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.017026138326924147,"any_harmful=0, engagement=low, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.016858942205874156,"any_harmful=0, engagement=low, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.016705679094911666,"any_harmful=0, engagement=low, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.019882405394861507,"any_harmful=0, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.019631611213286517,"any_harmful=0, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.019436549072061528,"any_harmful=0, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.023950844340411302,"any_harmful=1, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.023909045310148806,"any_harmful=1, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.015521373237474224,"any_harmful=1, engagement=low, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.020815917070723958,"any_harmful=1, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.023686117148748815,"any_harmful=1, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.015437775176949229,"any_harmful=1, engagement=low, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.015340244106336732,"any_harmful=1, engagement=low, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015256646045811737,"any_harmful=1, engagement=low, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.020676586969848965,"any_harmful=1, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.02063478793958647,"any_harmful=1, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.020495457838711477,"any_harmful=1, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.02016106559661149,"any_harmful=1, label=Sensationalism, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.0199938694755615,"label=Sensationalism, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.019924204425124003,"label=Sensationalism, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.017485927659811627,"label=Sensationalism, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.0199938694755615,"any_harmful=1, label=Sensationalism, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.019924204425124003,"any_harmful=1, label=Sensationalism, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.019757008304074012,"label=Sensationalism, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.019757008304074012,"any_harmful=1, label=Sensationalism, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.017485927659811627,"any_harmful=1, label=Sensationalism, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.01738839658919913,"label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.017318731538761633,"label=Sensationalism, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.01738839658919913,"any_harmful=1, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.017318731538761633,"any_harmful=1, label=Sensationalism, period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.01722120046814914,"label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.01722120046814914,"any_harmful=1, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.015242713035724238,"any_harmful=1, label=Speculation, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015159114975199242,"label=Sensationalism, label=Speculation, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015131248955024244,"label=Speculation, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015047650894499248,"label=Speculation, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.015159114975199242,"any_harmful=1, label=Sensationalism, label=Speculation, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015131248955024244,"any_harmful=1, label=Speculation, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015047650894499248,"label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015047650894499248,"any_harmful=1, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.015047650894499248,"any_harmful=1, label=Speculation, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.04055899236471047,"period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like"
0.040266399152872986,"period=post_election, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.039932006910773005,"period=post_election, sensitive=0, sentiment=neutral, topic=2024 election / 2024 / election / like, verified=0"
0.07947388953909602,"any_harmful=1, sensitive=0, sentiment=neutral"
0.07918129632725854,"any_harmful=1, sentiment=neutral, verified=0"
0.05098088391015995,"any_harmful=1, engagement=low, sentiment=neutral"
0.06545728139107172,"any_harmful=1, period=post_election, sentiment=neutral"
0.0780945215404336,"any_harmful=1, sensitive=0, sentiment=neutral, verified=0"
0.050660424678147464,"any_harmful=1, engagement=low, sentiment=neutral, verified=0"
0.05017276932508499,"any_harmful=1, engagement=low, sensitive=0, sentiment=neutral"
0.03972301175946051,"any_harmful=1, engagement=low, period=post_election, sentiment=neutral"
0.049852310093072505,"any_harmful=1, engagement=low, sensitive=0, sentiment=neutral, verified=0"
0.03956974864849802,"any_harmful=1, engagement=low, period=post_election, sentiment=neutral, verified=0"
0.039137825335785546,"any_harmful=1, engagement=low, period=post_election, sensitive=0, sentiment=neutral"
0.03898456222482305,"any_harmful=1, engagement=low, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.06463523379590927,"any_harmful=1, period=post_election, sensitive=0, sentiment=neutral"
0.06459343476564677,"any_harmful=1, period=post_election, sentiment=neutral, verified=0"
0.0637713871704843,"any_harmful=1, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.06843894554979658,"any_harmful=1, label=Sensationalism, sentiment=neutral"
0.06751936688402162,"label=Sensationalism, sensitive=0, sentiment=neutral"
0.06719890765200914,"label=Sensationalism, sentiment=neutral, verified=0"
0.04324806331159784,"engagement=low, label=Sensationalism, sentiment=neutral"
0.05616396366270969,"label=Sensationalism, period=post_election, sentiment=neutral"
0.06751936688402162,"any_harmful=1, label=Sensationalism, sensitive=0, sentiment=neutral"
0.06719890765200914,"any_harmful=1, label=Sensationalism, sentiment=neutral, verified=0"
0.06627932898623419,"label=Sensationalism, sensitive=0, sentiment=neutral, verified=0"
0.06627932898623419,"any_harmful=1, label=Sensationalism, sensitive=0, sentiment=neutral, verified=0"
0.04324806331159784,"any_harmful=1, engagement=low, label=Sensationalism, sentiment=neutral"
0.04296940310984785,"engagement=low, label=Sensationalism, sentiment=neutral, verified=0"
0.04256534581731037,"engagement=low, label=Sensationalism, sensitive=0, sentiment=neutral"
0.034163740734548295,"engagement=low, label=Sensationalism, period=post_election, sentiment=neutral"
0.04296940310984785,"any_harmful=1, engagement=low, label=Sensationalism, sentiment=neutral, verified=0"
0.04256534581731037,"any_harmful=1, engagement=low, label=Sensationalism, sensitive=0, sentiment=neutral"
0.042286685615560385,"engagement=low, label=Sensationalism, sensitive=0, sentiment=neutral, verified=0"
0.042286685615560385,"any_harmful=1, engagement=low, label=Sensationalism, sensitive=0, sentiment=neutral, verified=0"
0.034163740734548295,"any_harmful=1, engagement=low, label=Sensationalism, period=post_election, sentiment=neutral"
0.0340244106336733,"engagement=low, label=Sensationalism, period=post_election, sentiment=neutral, verified=0"
0.033662152371398316,"engagement=low, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral"
0.0340244106336733,"any_harmful=1, engagement=low, label=Sensationalism, period=post_election, sentiment=neutral, verified=0"
0.033662152371398316,"any_harmful=1, engagement=low, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral"
0.03352282227052333,"engagement=low, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.03352282227052333,"any_harmful=1, engagement=low, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.05616396366270969,"any_harmful=1, label=Sensationalism, period=post_election, sentiment=neutral"
0.05545338014824723,"label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral"
0.055397648107897234,"label=Sensationalism, period=post_election, sentiment=neutral, verified=0"
0.05545338014824723,"any_harmful=1, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral"
0.055397648107897234,"any_harmful=1, label=Sensationalism, period=post_election, sentiment=neutral, verified=0"
0.05468706459343477,"label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.05468706459343477,"any_harmful=1, label=Sensationalism, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.052694644150922364,"any_harmful=1, label=Speculation, sentiment=neutral"
0.05236025190882238,"label=Sensationalism, label=Speculation, sentiment=neutral"
0.051984060636459904,"label=Speculation, sensitive=0, sentiment=neutral"
0.05184473053558491,"label=Speculation, sentiment=neutral, verified=0"
0.033508889260435826,"engagement=low, label=Speculation, sentiment=neutral"
0.043902914785710304,"label=Speculation, period=post_election, sentiment=neutral"
0.05236025190882238,"any_harmful=1, label=Sensationalism, label=Speculation, sentiment=neutral"
0.051984060636459904,"any_harmful=1, label=Speculation, sensitive=0, sentiment=neutral"
0.051649668394359916,"label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral"
0.051649668394359916,"any_harmful=1, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral"
0.05184473053558491,"any_harmful=1, label=Speculation, sentiment=neutral, verified=0"
0.05151033829348493,"label=Sensationalism, label=Speculation, sentiment=neutral, verified=0"
0.05113414702112244,"label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.05151033829348493,"any_harmful=1, label=Sensationalism, label=Speculation, sentiment=neutral, verified=0"
0.05113414702112244,"any_harmful=1, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.05079975477902246,"label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.05079975477902246,"any_harmful=1, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.033508889260435826,"any_harmful=1, engagement=low, label=Speculation, sentiment=neutral"
0.033341693139385835,"engagement=low, label=Sensationalism, label=Speculation, sentiment=neutral"
0.03327202808894834,"engagement=low, label=Speculation, sentiment=neutral, verified=0"
0.03300730089728585,"engagement=low, label=Speculation, sensitive=0, sentiment=neutral"
0.026932508499136153,"engagement=low, label=Speculation, period=post_election, sentiment=neutral"
0.033341693139385835,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sentiment=neutral"
0.03327202808894834,"any_harmful=1, engagement=low, label=Speculation, sentiment=neutral, verified=0"
0.033104831967898346,"engagement=low, label=Sensationalism, label=Speculation, sentiment=neutral, verified=0"
0.033104831967898346,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sentiment=neutral, verified=0"
0.03300730089728585,"any_harmful=1, engagement=low, label=Speculation, sensitive=0, sentiment=neutral"
0.032840104776235855,"engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral"
0.032770439725798364,"engagement=low, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.032840104776235855,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral"
0.032770439725798364,"any_harmful=1, engagement=low, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.032603243604748366,"engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.032603243604748366,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=neutral, verified=0"
0.026932508499136153,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sentiment=neutral"
0.02680711140834866,"engagement=low, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.02677924538817366,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral"
0.026556317226773672,"engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.02680711140834866,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.02677924538817366,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral"
0.02665384829738617,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.02665384829738617,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.026556317226773672,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.026430920135986177,"engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.02640305411581118,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.026430920135986177,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.02640305411581118,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.026277657025023687,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.026277657025023687,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.043902914785710304,"any_harmful=1, label=Speculation, period=post_election, sentiment=neutral"
0.04359638856378532,"label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral"
0.043345594382210334,"label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.043345594382210334,"label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.04359638856378532,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral"
0.043345594382210334,"any_harmful=1, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.04303906816028535,"label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.04303906816028535,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sentiment=neutral, verified=0"
0.043345594382210334,"any_harmful=1, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.04303906816028535,"label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.04278827397871036,"label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.04303906816028535,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral"
0.04278827397871036,"any_harmful=1, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.04248174775678538,"label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.04248174775678538,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.044724962380872764,"engagement=high, sensitive=0, sentiment=neutral"
0.04015493507217299,"engagement=high, sentiment=neutral, verified=0"
0.02779635512456111,"any_harmful=0, engagement=high, sentiment=neutral"
0.01719333444797414,"any_harmful=1, engagement=high, sentiment=neutral"
0.03785598840773561,"engagement=high, period=post_election, sentiment=neutral"
0.03989020788051051,"engagement=high, sensitive=0, sentiment=neutral, verified=0"
0.027643092013598616,"any_harmful=0, engagement=high, sensitive=0, sentiment=neutral"
0.023895112300061305,"any_harmful=0, engagement=high, sentiment=neutral, verified=0"
0.02296160062419885,"any_harmful=0, engagement=high, period=post_election, sentiment=neutral"
0.023741849189098812,"any_harmful=0, engagement=high, sensitive=0, sentiment=neutral, verified=0"
0.02282227052332386,"any_harmful=0, engagement=high, period=post_election, sensitive=0, sentiment=neutral"
0.02039792676809898,"any_harmful=0, engagement=high, period=post_election, sentiment=neutral, verified=0"
0.020258596667223988,"any_harmful=0, engagement=high, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.017081870367274148,"any_harmful=1, engagement=high, sensitive=0, sentiment=neutral"
0.016259822772111687,"any_harmful=1, engagement=high, sentiment=neutral, verified=0"
0.016148358691411693,"any_harmful=1, engagement=high, sensitive=0, sentiment=neutral, verified=0"
0.03760519422616062,"engagement=high, period=post_election, sensitive=0, sentiment=neutral"
0.03465139608761077,"engagement=high, period=post_election, sentiment=neutral, verified=0"
0.03440060190603578,"engagement=high, period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.15046257593490497,"period=post_election, sensitive=0, sentiment=neutral"
0.14679819428189267,"period=post_election, sentiment=neutral, verified=0"
0.14519589812183023,"period=post_election, sensitive=0, sentiment=neutral, verified=0"
0.1379646658864181,"period=pre_election, sensitive=0"
0.13062196957030597,"period=pre_election, verified=0"
0.10403778632335729,"engagement=low, period=pre_election"
0.08258095078860837,"any_harmful=0, period=pre_election"
0.03703394081257315,"period=pre_election, sentiment=neutral"
0.056846681156997154,"any_harmful=1, period=pre_election"
0.04890486540712256,"label=Sensationalism, period=pre_election"
0.04036393022348548,"period=pre_election, sentiment=positive"
0.03934682048709803,"label=Speculation, period=pre_election"
0.015117315944936744,"label=Conspiracy, period=pre_election"
0.019283285961099034,"period=pre_election, sentiment=very_positive"
0.020537256868973973,"period=pre_election, topic=2024 election / 2024 / election / like"
0.028465139608761077,"period=pre_election, sentiment=negative"
0.02180516078693641,"period=pre_election, topic=2020 / 2020 election / votes / election"
0.02059298890932397,"engagement=high, period=pre_election"
0.12915900351111853,"period=pre_election, sensitive=0, verified=0"
0.10282561444574485,"engagement=low, period=pre_election, sensitive=0"
0.10073566293261996,"engagement=low, period=pre_election, verified=0"
0.09952349105500752,"engagement=low, period=pre_election, sensitive=0, verified=0"
0.0819400323245834,"any_harmful=0, period=pre_election, sensitive=0"
0.07532185253302123,"any_harmful=0, period=pre_election, verified=0"
0.06131917739508443,"any_harmful=0, engagement=low, period=pre_election"
0.07468093406899627,"any_harmful=0, period=pre_election, sensitive=0, verified=0"
0.06076185699158446,"any_harmful=0, engagement=low, period=pre_election, sensitive=0"
0.05837931226662208,"any_harmful=0, engagement=low, period=pre_election, verified=0"
0.05782199186312211,"any_harmful=0, engagement=low, period=pre_election, sensitive=0, verified=0"
0.03661595050994817,"period=pre_election, sensitive=0, sentiment=neutral"
0.03424733879507329,"period=pre_election, sentiment=neutral, verified=0"
0.02783815415482361,"engagement=low, period=pre_election, sentiment=neutral"
0.027141503650448644,"any_harmful=0, period=pre_election, sentiment=neutral"
0.033829348492448306,"period=pre_election, sensitive=0, sentiment=neutral, verified=0"
0.027475895892548625,"engagement=low, period=pre_election, sensitive=0, sentiment=neutral"
0.02662598227721117,"engagement=low, period=pre_election, sentiment=neutral, verified=0"
0.026263724014936186,"engagement=low, period=pre_election, sensitive=0, sentiment=neutral, verified=0"
0.026904642478961155,"any_harmful=0, period=pre_election, sensitive=0, sentiment=neutral"
0.024703226885136265,"any_harmful=0, period=pre_election, sentiment=neutral, verified=0"
0.020843783090898956,"any_harmful=0, engagement=low, period=pre_election, sentiment=neutral"
0.024466365713648776,"any_harmful=0, period=pre_election, sensitive=0, sentiment=neutral, verified=0"
0.02063478793958647,"any_harmful=0, engagement=low, period=pre_election, sensitive=0, sentiment=neutral"
0.019701276263724015,"any_harmful=0, engagement=low, period=pre_election, sentiment=neutral, verified=0"
0.019492281112411525,"any_harmful=0, engagement=low, period=pre_election, sensitive=0, sentiment=neutral, verified=0"
0.0560246335618347,"any_harmful=1, period=pre_election, sensitive=0"
0.055300117037284734,"any_harmful=1, period=pre_election, verified=0"
0.042718608928272866,"any_harmful=1, engagement=low, period=pre_election"
0.05447806944212227,"any_harmful=1, period=pre_election, sensitive=0, verified=0"
0.04235635066599788,"any_harmful=1, engagement=low, period=pre_election, verified=0"
0.0420637574541604,"any_harmful=1, engagement=low, period=pre_election, sensitive=0"
0.04170149919188541,"any_harmful=1, engagement=low, period=pre_election, sensitive=0, verified=0"
0.04890486540712256,"any_harmful=1, label=Sensationalism, period=pre_election"
0.04825001393301009,"label=Sensationalism, period=pre_election, sensitive=0"
0.04746976536811013,"label=Sensationalism, period=pre_election, verified=0"
0.03686674469152316,"engagement=low, label=Sensationalism, period=pre_election"
0.04825001393301009,"any_harmful=1, label=Sensationalism, period=pre_election, sensitive=0"
0.04746976536811013,"any_harmful=1, label=Sensationalism, period=pre_election, verified=0"
0.04681491389399766,"label=Sensationalism, period=pre_election, sensitive=0, verified=0"
0.04681491389399766,"any_harmful=1, label=Sensationalism, period=pre_election, sensitive=0, verified=0"
0.03686674469152316,"any_harmful=1, engagement=low, label=Sensationalism, period=pre_election"
