id,created_at,text,text_clean,word_count,hashtags,entities.mentions,author_id,name,verified,possibly_sensitive,lang,edit_history_tweet_ids,user_location,user_location_USA_state,retweet_count,reply_count,like_count,quote_count,bookmark_count,impression_count,sentiment_vader_raw,sentiment_vader_label,Speculation,Sensationalism,Conspiracy,Hate_Speech,Satire,clean_text,word_count_clean,date,week,month,day_of_week,hour,days_to_election,election_period,engagement_total,log_engagement,engagement_rate,harmful_label_count,any_harmful,hashtag_tokens,mention_tokens,has_hashtags,has_mentions,has_state,engagement_bucket
1847022946868449431,2024-10-17 21:12:41+00:00,"@realDonaldTrump 

Mr. Donald Trump:

Whatever you do in the near future for the election- please consider sticking to the facts. We love your side jokes and commentary. However; please! If you want to truly gain more votes for 2024: citizens want to know where you stand. They… https://t.co/tDSXOtqnNi",mr donald trump near future election consider sticking facts love jokes commentary want truly gain votes 2024 citizens want know stand,48,[],"[{'start': 0, 'end': 16, 'username': 'realDonaldTrump', 'id': '25073877'}]",1716242464237912064,Elmyra Duffy🇺🇸🇮🇱Best Wishes in Life!💓,False,True,en,['1847022946868449431'],"Ohio, USA",Ohio,0,0,0,0,0,0,0.9493,positive,0,0,0,0,0,mr donald trump near future election consider sticking facts love jokes commentary want truly gain votes 2024 citizens want know stand,21,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],"['0', '16', '25073877', 'end', 'id', 'realdonaldtrump', 'start', 'username']",False,True,True,low
1847022831227588904,2024-10-17 21:12:13+00:00,Let’s discuss mandatory universal voting in the 2024 Democratic Primary Election. https://t.co/r6TnKNRL5M,lets discuss mandatory universal voting 2024 democratic primary election,12,[],,1556683746094370819,GreyPixel,False,False,en,['1847022831227588904'],,,0,0,0,0,0,0,0.0772,positive,0,0,0,0,0,lets discuss mandatory universal voting 2024 democratic primary election,9,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],[],False,False,False,low
1847023497186627875,2024-10-17 21:14:52+00:00,@ArtCandee TRUMP CRUSHES HARRIS: STUNNING NEW PEAK in 2024 Election Forecast SHOCKS EVERYONE! (https://t.co/5QjwlnqthW),trump crushes harris stunning new peak 2024 election forecast shocks,14,[],"[{'start': 0, 'end': 10, 'username': 'ArtCandee', 'id': '1593635660681957399'}]",1094740270158090240,JeffD,False,False,en,['1847023497186627875'],America,,0,0,0,0,0,1,-0.4404,negative,1,1,0,0,0,trump crushes harris stunning new peak 2024 election forecast shocks,10,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,2,1,[],"['0', '10', '1593635660681957399', 'artcandee', 'end', 'id', 'start', 'username']",False,True,False,low
1847023423807017334,2024-10-17 21:14:34+00:00,"Thoughts on what the US election may — and may not — mean for Ukraine, Russia and Europe. With @oonuch and @M_Baranowski for @orla_barry and @TheWorld 

https://t.co/RsgrjGdLwA",thoughts election mean ukraine russia europe _baranowski _barry,27,[],"[{'start': 95, 'end': 102, 'username': 'oonuch', 'id': '51849115'}, {'start': 107, 'end': 120, 'username': 'M_Baranowski', 'id': '36442085'}, {'start': 125, 'end': 136, 'username': 'orla_barry', 'id': '103925192'}, {'start': 141, 'end': 150, 'username': 'TheWorld', 'id': '13492102'}]",125775260,Sam Greene,False,False,en,['1847023423807017334'],London & Washington,Washington,0,0,0,0,0,8,0.0,neutral,0,1,0,0,0,thoughts election mean ukraine russia europe _baranowski _barry,8,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,1,1,[],"['102', '103925192', '107', '120', '125', '13492102', '136', '141', '150', '36442085', '51849115', '95', 'end', 'id', 'm_baranowski', 'oonuch', 'orla_barry', 'start', 'theworld', 'username']",False,True,True,low
1847023418933498251,2024-10-17 21:14:33+00:00,Google will block election ads after polls close https://t.co/Fe00AUFCNs,google block election ads polls close,9,[],,159569843,Steve Wymer 🇺🇸,False,False,en,['1847023418933498251'],,,0,0,0,0,0,1,-0.4404,negative,0,0,0,0,0,google block election ads polls close,6,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,0,0,[],[],False,False,False,low
1847023348183978154,2024-10-17 21:14:16+00:00,"Hey Jill, did you vote for Kamala Harris in the 2024 Democratic Primary Election? https://t.co/MxLQQMdrB8",hey jill did vote kamala harris 2024 democratic primary election,15,[],,1556683746094370819,GreyPixel,False,False,en,['1847023348183978154'],,,0,0,0,0,0,0,0.0,neutral,0,0,0,0,0,hey jill did vote kamala harris 2024 democratic primary election,10,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],[],False,False,False,low
1847023317145747910,2024-10-17 21:14:09+00:00,When do you think the winner of the election be announced in 2024?,think winner election announced 2024,13,[],,1520139723016179712,Alex Tuccori,False,False,en,['1847023317145747910'],,,0,0,0,0,0,1,0.5859,positive,0,0,0,0,0,think winner election announced 2024,5,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,0,0,[],[],False,False,False,low
1847023307389878439,2024-10-17 21:14:07+00:00,Georgia judge blocks array of rules approved by pro-Trump election board https://t.co/LDY57310i8,georgia judge blocks array rules approved protrump election board,12,[],,1697312623,Cynthia Manca ☮,False,False,en,['1847023307389878439'],Virginia,Virginia,0,0,0,0,0,4,0.2263,positive,0,0,0,0,0,georgia judge blocks array rules approved protrump election board,9,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,0,0,[],[],False,False,True,low
1847023289480143115,2024-10-17 21:14:02+00:00,"Time to Step Up, Michelle Obama—Election Day Is Fast Approaching

MISSING PERSON
The former First Lady’s influence on the 2024 presidential race, now in its final days, could be pivotal.
https://t.co/3A2FUZ48Zr",time step michelle obamaelection day fast approaching missing person ladys influence 2024 presidential race final days pivotal,31,[],,142096963,"""GͣᶰoᶰoͤgᵍeͬlͤiͭAͤrt "" ",False,False,en,['1847023289480143115'],Norway  🇳🇴🫂,,0,0,0,0,0,0,-0.296,negative,1,1,0,0,0,time step michelle obamaelection day fast approaching missing person ladys influence 2024 presidential race final days pivotal,17,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,2,1,[],[],False,False,False,low
1847023283805262109,2024-10-17 21:14:01+00:00,"@notcapnamerica At this point, I don't think Trump cares what he does., because he is counting on the courts to get him the WH back.  What is the number of lawsuits the GOP has going, regarding POTENTIAL loses right now for the 2024 election cycle?  130?  Just...SMH.",point dont think trump cares does counting courts wh number lawsuits gop going regarding potential loses right 2024 election cycle 130 justsmh,47,[],"[{'start': 0, 'end': 15, 'username': 'notcapnamerica', 'id': '33913156'}]",22708706,Cornelia,False,False,en,['1847023283805262109'],USA,,0,0,0,0,0,2,-0.6224,negative,1,1,0,0,0,point dont think trump cares does counting courts wh number lawsuits gop going regarding potential loses right 2024 election cycle 130 justsmh,22,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,2,1,[],"['0', '15', '33913156', 'end', 'id', 'notcapnamerica', 'start', 'username']",False,True,False,low
1847023266914763238,2024-10-17 21:13:57+00:00,@AnthonyG0528 The 2024 Election Cycle.,2024 election cycle,5,[],"[{'start': 0, 'end': 13, 'username': 'AnthonyG0528', 'id': '1788298379455279105'}]",39560971,Jamen T. Lang,False,False,en,['1847023266914763238'],,,0,0,0,0,0,4,0.0,neutral,0,0,0,0,0,2024 election cycle,3,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,0,0,[],"['0', '13', '1788298379455279105', 'anthonyg0528', 'end', 'id', 'start', 'username']",False,True,False,low
1847023259696468198,2024-10-17 21:13:55+00:00,"Following the @InjusticeWatch report, Cook County's chief judge scheduled a meeting of his executive committee, then bumped it back to Nov. 6 — the day after the upcoming election — citing “scheduling conflicts” ...

https://t.co/0RvF8Zy8wu",following report cook countys chief judge scheduled meeting executive committee bumped nov 6 day upcoming election citing scheduling conflicts,35,[],"[{'start': 14, 'end': 29, 'username': 'injusticewatch', 'id': '3988213816'}]",938317153,david jackson,False,False,en,['1847023259696468198'],Chicago,,0,0,0,0,0,11,-0.3818,negative,0,1,0,0,0,following report cook countys chief judge scheduled meeting executive committee bumped nov 6 day upcoming election citing scheduling conflicts,19,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,1,1,[],"['14', '29', '3988213816', 'end', 'id', 'injusticewatch', 'start', 'username']",False,True,False,low
1847023572209877194,2024-10-17 21:15:10+00:00,The night that @KamalaHarris LOST THE 2024 election!! Poor thing!! @TheDemocrats @GOP @FoxNews @msnbcevents @CNBCnow @TheView @CNN @AP @washingtonpost @nytimes https://t.co/3wqAZ6a0Rv,night lost 2024 election poor thing,21,[],"[{'start': 15, 'end': 28, 'username': 'KamalaHarris', 'id': '30354991'}, {'start': 67, 'end': 80, 'username': 'TheDemocrats', 'id': '14377605'}, {'start': 81, 'end': 85, 'username': 'GOP', 'id': '11134252'}, {'start': 86, 'end': 94, 'username': 'FoxNews', 'id': '1367531'}, {'start': 95, 'end': 107, 'username': 'msnbcevents', 'id': '731132367058968576'}, {'start': 108, 'end': 116, 'username': 'CNBCnow', 'id': '26574283'}, {'start': 117, 'end': 125, 'username': 'TheView', 'id': '21258337'}, {'start': 126, 'end': 130, 'username': 'CNN', 'id': '759251'}, {'start': 131, 'end': 134, 'username': 'AP', 'id': '51241574'}, {'start': 135, 'end': 150, 'username': 'washingtonpost', 'id': '2467791'}, {'start': 151, 'end': 159, 'username': 'nytimes', 'id': '807095'}]",1170953641,Wilhelm A. Burga,False,False,en,['1847023572209877194'],,,0,0,0,0,0,0,-0.6597,negative,0,1,0,0,0,night lost 2024 election poor thing,6,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,1,1,[],"['107', '108', '11134252', '116', '117', '125', '126', '130', '131', '134', '135', '1367531', '14377605', '15', '150', '151', '159', '21258337', '2467791', '26574283', '28', '30354991', '51241574', '67', '731132367058968576', '759251', '80', '807095', '81', '85', '86', '94', '95', 'ap', 'cnbcnow', 'cnn', 'end', 'foxnews', 'gop', 'id', 'kamalaharris', 'msnbcevents', 'nytimes', 'start', 'thedemocrats', 'theview', 'username', 'washingtonpost']",False,True,False,low
1847023566664909166,2024-10-17 21:15:08+00:00,"Oregon AG candidates spar over abortion, gun violence, election security in final debate https://t.co/LkARQNKLgq",oregon ag candidates spar abortion gun violence election security final debate,14,[],,2992751,The Oregonian,True,False,en,['1847023566664909166'],"Portland, Oregon",Oregon,0,0,0,0,0,0,-0.6249,negative,0,0,0,0,0,oregon ag candidates spar abortion gun violence election security final debate,11,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],[],False,False,True,low
1847023532833747032,2024-10-17 21:15:00+00:00,"Voters have turned out early in the key US swing state of Georgia, shattering previous first-day records as election polls opened.

https://t.co/mSUNxf0MJt",voters turned early key swing state georgia shattering previous firstday records election polls opened,22,[],,1859495642,The New Daily,False,False,en,['1847023532833747032'],Australia,,0,0,0,0,0,0,0.0,neutral,0,0,0,0,0,voters turned early key swing state georgia shattering previous firstday records election polls opened,14,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],[],False,False,False,low
1847025659605914021,2024-10-17 21:23:27+00:00,At least 30 election deniers and 2020 fake electors ready to lie again for Trump as electors this year  https://t.co/XvQCTxjFXw,30 election deniers 2020 fake electors ready lie trump electors year,20,[],,133793696,montag,False,False,en,['1847025659605914021'],,,0,0,0,0,0,1,-0.4019,negative,1,1,1,0,0,30 election deniers 2020 fake electors ready lie trump electors year,11,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,3,1,[],[],False,False,False,low
1847025657504567374,2024-10-17 21:23:27+00:00,"Prosecutors provided the most detailed look yet at their election interference case against former President Donald Trump.

Source: NPR https://t.co/yeuj9NkYZA",prosecutors provided detailed look election interference case president donald trump source npr,20,[],,1511469497537994767,Robert Marshall,False,False,en,['1847025657504567374'],,,0,0,0,0,0,0,0.0,neutral,0,0,0,0,0,prosecutors provided detailed look election interference case president donald trump source npr,12,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],[],False,False,False,low
1847025657462809008,2024-10-17 21:23:27+00:00,"@MSNBC @CBSNews @maddow @MaddowBlog @SimonWDC @joncoopertweets

Polymarket Measures 2024 American Election Sentiment Without Actual American Sentiment

Something you want to look at. 👇 https://t.co/WS0WKjE0wI",polymarket measures 2024 american election sentiment actual american sentiment want look,24,[],"[{'start': 0, 'end': 6, 'username': 'MSNBC', 'id': '2836421'}, {'start': 7, 'end': 15, 'username': 'CBSNews', 'id': '15012486'}, {'start': 16, 'end': 23, 'username': 'maddow', 'id': '16129920'}, {'start': 24, 'end': 35, 'username': 'MaddowBlog', 'id': '91180720'}, {'start': 36, 'end': 45, 'username': 'SimonWDC', 'id': '37738073'}, {'start': 46, 'end': 62, 'username': 'joncoopertweets', 'id': '27493883'}]",51849610,Tom Santos,False,False,en,"['1847024426925412790', '1847025657462809008']",,,0,0,0,0,0,0,0.0772,positive,0,1,0,0,0,polymarket measures 2024 american election sentiment actual american sentiment want look,11,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,1,1,[],"['0', '15', '15012486', '16', '16129920', '23', '24', '27493883', '2836421', '35', '36', '37738073', '45', '46', '6', '62', '7', '91180720', 'cbsnews', 'end', 'id', 'joncoopertweets', 'maddow', 'maddowblog', 'msnbc', 'simonwdc', 'start', 'username']",False,True,False,low
1847025649879519233,2024-10-17 21:23:25+00:00,"@Kdapple01 @EXCELLENTSALVIC 2024 is gonna be WILD, like the last election on steroids!",2024 gonna wild like election steroids,13,[],"[{'start': 0, 'end': 10, 'username': 'Kdapple01', 'id': '15692042'}, {'start': 11, 'end': 27, 'username': 'EXCELLENTSALVIC', 'id': '1743648563878383616'}]",1653910039382437888,Olivia Ellis,False,False,en,['1847025649879519233'],,,0,0,0,0,0,0,0.3612,positive,0,1,0,0,0,2024 gonna wild like election steroids,6,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,1,1,[],"['0', '10', '11', '15692042', '1743648563878383616', '27', 'end', 'excellentsalvic', 'id', 'kdapple01', 'start', 'username']",False,True,False,low
1847025635140755829,2024-10-17 21:23:22+00:00,"Israel complicates election’s final stretch, an issue Democrats hoped would fade
https://t.co/jL11VbZ3Cn",israel complicates elections final stretch issue democrats hoped fade,12,[],,1297000544058236928,Avinash K S🇮🇳,False,False,en,['1847025635140755829'],India,,0,0,0,0,0,0,0.3818,positive,0,0,0,0,0,israel complicates elections final stretch issue democrats hoped fade,9,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,0,0,[],[],False,False,False,low
1847025574512152667,2024-10-17 21:23:07+00:00,"I didn't think it was real, but it is.

We should arrest them on arrival, and trade them back to Britain in exchange for the British Virgin Islands or the Isle of Man or something.
https://t.co/c0AGsAp0yb",didnt think real arrest arrival trade britain exchange british virgin islands isle man,36,[],,2688473438,Joe Duarte 🏜️,False,False,en,['1847025574512152667'],San Francisco Bay Area,,0,0,0,0,0,2,-0.4767,negative,0,0,0,0,1,didnt think real arrest arrival trade britain exchange british virgin islands isle man,13,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,1,1,[],[],False,False,False,low
1847025568396579306,2024-10-17 21:23:06+00:00,@robbystarbuck @elonmusk So when it's the Right doing it? Why don't you talk about the gambling site @elonsmusk is promoting as a predictor of the US election. Isn't THAT as much foreign election interference by YOUR standard?? And it's MUSK pushing it!! That's not all of course. https://t.co/y9FHYKgwpQ,right doing dont talk gambling site promoting predictor election isnt foreign election interference standard musk pushing thats course,48,[],"[{'start': 0, 'end': 14, 'username': 'robbystarbuck', 'id': '16523905'}, {'start': 15, 'end': 24, 'username': 'elonmusk', 'id': '44196397'}, {'start': 101, 'end': 111, 'username': 'ElonsMusk', 'id': '1604133907'}]",1641912873201856517,Rick E,False,False,en,['1847025568396579306'],Mars,,0,0,0,0,0,0,0.3612,positive,1,1,0,0,0,right doing dont talk gambling site promoting predictor election isnt foreign election interference standard musk pushing thats course,18,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,,2,1,[],"['0', '101', '111', '14', '15', '1604133907', '16523905', '24', '44196397', 'elonmusk', 'elonsmusk', 'end', 'id', 'robbystarbuck', 'start', 'username']",False,True,False,low
1847025568208113857,2024-10-17 21:23:06+00:00,"No gainsaying
Kamala and her crew should forget about USA 2024 election. https://t.co/nVIdV9TP5y",gainsaying kamala crew forget usa 2024 election,13,[],,728634445,FORESTER,False,False,en,['1847025568208113857'],"Lagos, Nigeria",,0,0,0,0,0,3,-0.4767,negative,0,1,0,0,0,gainsaying kamala crew forget usa 2024 election,7,2024-10-17,2024-10-14 00:00:00+00:00,2024-10,Thursday,21,-19,pre_election,0,0.0,0.0,1,1,[],[],False,False,False,low
